"","축제명","축제시작일자","축제종료일자","주소","LON","LAT","gigan","bigo","mm","yy","day_week"
"747","해운대 북극곰축제",2019-01-05,2019-01-06,"부산광역시",35.15790016,129.1458546,2,"50일미만",1,2019,"토"
"748","낙동강유채꽃 축제",2019-04-06,2019-04-14,"부산광역시",35.20984733,128.9845542,9,"50일미만",4,2019,"토"
"749","원도심활성화 축제",2019-05-25,2019-05-26,"부산광역시",35.10619853,129.0323505,2,"50일미만",5,2019,"토"
"750","부산바다축제",2019-08-02,2019-08-06,"부산광역시",35.153968,129.119989,5,"50일미만",8,2019,"금"
"751","부산국제록페스티벌",2019-07-27,2019-07-28,"부산광역시",35.16833555,128.9733583,2,"50일미만",7,2019,"토"
"752","부산불꽃축제",2019-11-02,2019-11-02,"부산광역시",35.153968,129.119989,1,"1일",11,2019,"토"
"753","부산크리스마스트리축제",2019-11-16,2020-01-05,"부산광역시",35.09929696,129.0258061,51,"50일이상",11,2019,"토"
"754","부산시민의종 타종식",2019-12-31,2020-01-01,"부산광역시",35.15790016,129.1724709,2,"50일미만",12,2019,"화"
"755","부산항축제",2019-05-25,2019-05-26,"부산광역시",35.11774625,129.0491459,2,"50일미만",5,2019,"토"
"756","조선통신사 축제",2019-05-03,2019-05-06,"부산광역시",35.1009305,129.0324434,4,"50일미만",5,2019,"금"
"757","광주 남한산성문화제",2019-09-27,2019-09-29,"경기도",37.476835,127.1836325,3,"50일미만",9,2019,"금"
"758","광주왕실도자기축제",2019-04-26,2019-05-12,"경기도",37.35028421,127.3347877,17,"50일미만",4,2019,"금"
"760","소래포구축제",2019-09-27,2019-09-29,"인천광역시",37.38349123,126.7083559,3,"50일미만",9,2019,"금"
"761","고려산진달래축제",2019-04-20,2019-04-28,"인천광역시",37.77370952,126.4353365,9,"50일미만",4,2019,"토"
"762","배내골고로쇠축제",2019-03-02,2019-03-03,"경상남도",35.48686206,128.9860377,2,"50일미만",3,2019,"토"
"763","원동청정미나리축제",2019-03-01,2019-03-31,"경상남도",35.38015379,128.9211173,31,"50일미만",3,2019,"금"
"764","배내골사과축제",2018-11-03,2018-11-04,"경상남도",35.48686206,128.9860377,2,"50일미만",11,2018,"토"
"765","원동매화축제",2019-03-13,2019-03-14,"경상남도",35.42085217,128.9410364,2,"50일미만",3,2019,"수"
"766","양산웅상회야제",2019-05-11,2019-05-12,"경상남도",35.37762785,129.1434288,2,"50일미만",5,2019,"토"
"767","양산삽량문화축전",2018-10-12,2018-10-14,"경상남도",35.33345075,129.036759,3,"50일미만",10,2018,"금"
"768","계룡군문화축제",2018-10-05,2018-10-09,"충청남도",36.274229,127.248827,5,"50일미만",10,2018,"금"
"769","제15회 영등포 여의도 봄꽃축제",2019-04-05,2019-04-11,"서울특별시",37.5329136,126.9164036,7,"50일미만",4,2019,"금"
"770","난설헌문화제",2019-04-27,2019-04-28,"강원도",37.7919383,128.9092743,2,"50일미만",4,2019,"토"
"771","강릉단오제",2019-06-03,2019-06-10,"강원도",37.7480352,128.8950714,8,"50일미만",6,2019,"월"
"772","강릉커피축제",2019-10-03,2019-10-06,"강원도",37.77929864,128.8970866,4,"50일미만",10,2019,"목"
"773","허균문화제",2019-09-21,2019-09-22,"강원도",37.7919383,128.9092743,2,"50일미만",9,2019,"토"
"774","경산자인단오제",2019-06-07,2019-06-09,"경상북도",35.81784645,128.8189949,3,"50일미만",6,2019,"금"
"776","동래읍성역사축제",2020-10-09,2020-10-11,"부산광역시",35.21195234,129.090544,3,"50일미만",10,2020,"금"
"782","제5회바회마을 화전민 축제",2018-07-27,2018-07-27,"강원도",37.88568137,128.0995934,1,"1일",7,2018,"금"
"787","제19회광안리어방축제",2019-04-26,2019-04-28,"부산광역시",35.15377436,129.1185216,3,"50일미만",4,2019,"금"
"788","부산 차이나타운특구 문화축제",2019-10-18,2019-10-20,"부산광역시",35.11507608,129.0375502,3,"50일미만",10,2019,"금"
"789","울산쇠부리축제",2019-05-10,2019-05-12,"울산광역시",35.58270881,129.3612559,3,"50일미만",5,2019,"금"
"790","음성품바축제",2019-05-22,2019-05-26,"충청북도",36.93152313,127.6806296,5,"50일미만",5,2019,"수"
"791","설성문화제",2019-08-28,2019-08-31,"충청북도",36.93427623,127.6906949,4,"50일미만",8,2019,"수"
"792","인삼축제",2019-09-26,2019-09-29,"충청북도",36.9908114,127.5951552,4,"50일미만",9,2019,"목"
"793","고추축제",2019-08-28,2019-08-31,"충청북도",36.93427623,127.6906949,4,"50일미만",8,2019,"수"
"794","평생학습대축제",2019-10-11,2019-10-12,"충청북도",36.93427623,127.6906949,2,"50일미만",10,2019,"금"
"795","음성들깨축제",2019-10-04,2019-10-05,"충청북도",36.93154954,127.686661,2,"50일미만",10,2019,"금"
"796","제15회 영양산나물축제",2019-05-02,2019-05-05,"경상북도",36.66718111,129.1123668,4,"50일미만",5,2019,"목"
"797","2019 영양고추 H.O.T Festival",2019-08-27,2019-08-29,"서울특별시",37.56631769,126.9778284,3,"50일미만",8,2019,"화"
"798","화학산 고산 철쭉제",2018-05-03,2019-05-04,"전라남도",34.8763048,126.9700258,367,"1년이상",5,2018,"목"
"799","화순 동구리 호수공원 봄축제",2019-04-20,2019-04-21,"전라남도",35.06012746,126.984544,2,"50일미만",4,2019,"토"
"800","화순운주문화축제",2019-05-11,2019-05-12,"전라남도",34.92032245,126.8767649,2,"50일미만",5,2019,"토"
"801","백아산 철쭉제",2019-05-03,2019-05-04,"전라남도",35.1680715,127.1322882,2,"50일미만",5,2019,"금"
"802","화순고인돌문화축제",2019-04-20,2019-04-21,"전라남도",34.99632962,126.9174738,2,"50일미만",4,2019,"토"
"803","화순 국화향연",2019-10-25,2019-11-10,"전라남도",35.05831397,126.9851617,17,"50일미만",10,2019,"금"
"804","이서적벽 문화제",2019-10-12,2019-10-13,"전라남도",35.11028864,127.0712287,2,"50일미만",10,2019,"토"
"805","달배달맞이축제",2019-02-19,2019-02-19,"대구광역시",35.7988027,128.5482878,1,"1일",2,2019,"화"
"806","장미꽃 필(feel)무렵",2019-05-07,2019-05-11,"대구광역시",35.85741306,128.5144577,5,"50일미만",5,2019,"화"
"807","선사문화축제",2019-05-25,2019-05-25,"대구광역시",35.82024569,128.5178249,1,"1일",5,2019,"토"
"808","희망달서 큰잔치",2019-10-11,2019-10-13,"대구광역시",35.84969139,128.5501611,3,"50일미만",10,2019,"금"
"809","달서가족축제",2019-05-05,2019-05-05,"대구광역시",35.83282135,128.4872359,1,"1일",5,2019,"일"
"810","달서구평생학습대축제",2019-09-28,2019-09-28,"대구광역시",35.84969139,128.5501611,1,"1일",9,2019,"토"
"811","고3문화축제",2019-12-06,2019-12-06,"대구광역시",35.8594593,128.4863475,1,"1일",12,2019,"금"
"812","두류 젊음의 거리 2019 달서 맛 페스티벌",2019-10-12,2019-10-12,"대구광역시",35.85497187,128.5526057,1,"1일",10,2019,"토"
"813","제1회 상록수문화제",2013-08-31,2013-08-31,"경기도",37.29964386,126.8627,1,"1일",8,2013,"토"
"814","제2회 상록수문화제",2014-09-27,2014-09-27,"경기도",37.29964386,126.8627,1,"1일",9,2014,"토"
"815","안산시도서관책문화축제",2014-10-14,2014-10-14,"경기도",37.29840309,126.8191347,1,"1일",10,2014,"화"
"816","안산국제거리극축제",2015-05-01,2015-05-03,"경기도",37.3107415,126.8298216,3,"50일미만",5,2015,"금"
"817","제8회 세계인의 날 기념행사",2015-05-17,2015-05-17,"경기도",37.33243625,126.7903427,1,"1일",5,2015,"일"
"818","안산M밸리록페스티벌",2015-07-24,2015-07-26,"경기도",37.28706697,126.575056,3,"50일미만",7,2015,"금"
"819","여르미오페스티벌",2015-08-08,2015-08-08,"경기도",37.3107415,126.8298216,1,"1일",8,2015,"토"
"820","안산 대부포도축제",2015-09-12,2015-09-13,"경기도",37.28706697,126.575056,2,"50일미만",9,2015,"토"
"821","제3회 상록수문화제",2015-09-19,2015-09-19,"경기도",37.29964386,126.8627,1,"1일",9,2015,"토"
"822","안산시도서관책문화축제",2015-10-24,2015-10-24,"경기도",37.29840309,126.8191347,1,"1일",10,2015,"토"
"823","안산국제거리극축제",2016-05-05,2016-05-08,"경기도",37.3107415,126.8298216,4,"50일미만",5,2016,"목"
"824","제9회 세계인의 날 기념행사",2016-05-22,2016-05-22,"경기도",37.33243625,126.7903427,1,"1일",5,2016,"일"
"825","여르미오페스티벌",2016-08-13,2016-08-13,"경기도",37.31842647,126.8231075,1,"1일",8,2016,"토"
"826","제4회 상록수문화제",2016-09-10,2016-09-10,"경기도",37.29964386,126.8627,1,"1일",9,2016,"토"
"827","2016 평생학습 박람회 & 제6회 도서관책문화축제",2016-10-01,2016-10-01,"경기도",37.29840309,126.8191347,1,"1일",10,2016,"토"
"828","안산국제거리극축제",2017-05-05,2017-05-07,"경기도",37.3107415,126.8298216,3,"50일미만",5,2017,"금"
"829","제10주년 세계인의 날 기념행사",2017-05-21,2017-05-21,"경기도",37.3107415,126.8298216,1,"1일",5,2017,"일"
"830","제5회 상록수문화제",2017-09-16,2017-09-16,"경기도",37.29964386,126.8627,1,"1일",9,2017,"토"
"831","2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제",2017-10-14,2017-10-14,"경기도",37.31470083,126.8312116,1,"1일",10,2017,"토"
"832","안산국제거리극축제",2018-05-05,2018-05-07,"경기도",37.3107415,126.8298216,3,"50일미만",5,2018,"토"
"833","여르미오페스티벌",2018-08-04,2018-08-04,"경기도",37.31842647,126.8231075,1,"1일",8,2018,"토"
"834","제6회 상록수문화제",2018-09-15,2018-09-15,"경기도",37.29964386,126.8627,1,"1일",9,2018,"토"
"835","2018 안산시 평생학습 한마당 & 제8회 안산시도서관책문화축제",2018-10-09,2018-10-09,"경기도",37.29840309,126.8191347,1,"1일",10,2018,"화"
"836","2018 안산 김홍도축제",2018-10-12,2018-10-14,"경기도",37.32567447,126.813771,3,"50일미만",10,2018,"금"
"837","안산사이언스밸리(ASV) 과학축제",2018-10-20,2018-10-21,"경기도",37.29800374,126.8343934,2,"50일미만",10,2018,"토"
"838","제11주년 세계인의 날 기념행사",2018-11-04,2018-11-04,"경기도",37.32567447,126.813771,1,"1일",11,2018,"일"
"839","안산국제거리극축제",2019-05-04,2019-05-06,"경기도",37.3107415,126.8298216,3,"50일미만",5,2019,"토"
"840","별빛달빛놀이터",2019-05-17,2019-05-17,"경기도",37.330422,126.816788,1,"1일",5,2019,"금"
"841","청소년의달 기념행사 <열정유>",2019-05-19,2019-05-19,"경기도",37.330422,126.816788,1,"1일",5,2019,"일"
"842","제12주년 세계인의 날 기념행사",2019-05-19,2019-05-19,"경기도",37.3107415,126.8298216,1,"1일",5,2019,"일"
"843","청소년어울림마당 1회차",2019-06-01,2019-06-01,"경기도",37.32625264,126.853291,1,"1일",6,2019,"토"
"844","청소년어울림마당 2회차",2019-07-20,2019-07-20,"경기도",37.32625264,126.853291,1,"1일",7,2019,"토"
"845","그랑꼬또 와인 페스티벌",2019-08-30,2019-08-31,"경기도",37.25747121,126.5825449,2,"50일미만",8,2019,"금"
"847","청소년어울림마당 3회차",2019-09-28,2019-09-28,"경기도",37.326253,126.853291,1,"1일",9,2019,"토"
"848","제7회 상록수문화제",2019-10-26,2019-10-26,"경기도",37.29964386,126.8627,1,"1일",10,2019,"토"
"849","청소년어울림마당 4회차",2019-10-26,2019-10-26,"경기도",37.326253,126.853291,1,"1일",10,2019,"토"
"850","청소년어울림마당 5회차",2019-11-02,2019-11-02,"경기도",37.326253,126.853291,1,"1일",11,2019,"토"
"854","2019 대한민국 국향대전",2019-10-18,2019-11-03,"전라남도",35.05618964,126.5199487,17,"50일미만",10,2019,"금"
"855","성산일출축제",2018-12-30,2019-01-01,"제주특별자치도",33.4621467,126.9364271,3,"50일미만",12,2018,"일"
"856","서귀포겨울바다 국제펭귄수영대회",2019-01-01,2019-01-01,"제주특별자치도",33.2444327,126.4161942,1,"1일",1,2019,"화"
"857","제주윈터페스티벌",2018-12-20,2019-01-06,"제주특별자치도",33.5146078,126.5265933,18,"50일미만",12,2018,"목"
"858","제주 라프 별빛축제",2018-11-01,2019-03-15,"제주특별자치도",33.4868384,126.707013,135,"50일이상",11,2018,"목"
"859","탐라국입춘굿놀이",2019-02-02,2019-02-04,"제주특별자치도",33.5133537,126.5214452,3,"50일미만",2,2019,"토"
"860","제주왕벚꽃축제",2019-03-27,2019-03-31,"제주특별자치도",33.50414427,126.5173665,5,"50일미만",3,2019,"수"
"861","제주들불축제",2019-03-07,2019-03-10,"제주특별자치도",33.3511411,126.3877935,4,"50일미만",3,2019,"목"
"862","서귀포 유채꽃 국제걷기대회",2019-03-23,2019-03-24,"제주특별자치도",33.24621974,126.5092777,2,"50일미만",3,2019,"토"
"863","가파도청보리축제",2019-03-30,2019-05-12,"제주특별자치도",33.16623426,126.2689384,44,"50일미만",3,2019,"토"
"864","제37회 제주유채꽃축제",2019-04-04,2019-04-07,"제주특별자치도",33.38309728,126.7362849,4,"50일미만",4,2019,"목"
"865","제11회 우도소라축제",2019-04-12,2019-04-14,"제주특별자치도",33.4926799,126.9517219,3,"50일미만",4,2019,"금"
"866","탐라문화콘서트 - 놀젠놀장",2019-04-20,2019-05-25,"제주특별자치도",33.512315,126.5257578,36,"50일미만",4,2019,"토"
"867","삼다공원 야간콘서트·야몬딱털장",2019-04-26,2019-08-23,"제주특별자치도",33.4889302,126.495671,120,"50일이상",4,2019,"금"
"868","제3회 제주오라 청보리 & 유채꽃 축제",2019-04-26,2019-05-31,"제주특별자치도",33.4391416,126.4899471,36,"50일미만",4,2019,"금"
"869","제 9회 수월봉 트레일",2019-04-25,2019-04-28,"제주특별자치도",33.2947595,126.1612544,4,"50일미만",4,2019,"목"
"870","2019 제주 봄여행주간",2019-04-27,2019-05-12,"제주특별자치도",33.4863166,126.4990979,16,"50일미만",4,2019,"토"
"871","한라산청정고사리축제",2019-04-27,2019-04-28,"제주특별자치도",33.3300626,126.6774032,2,"50일미만",4,2019,"토"
"872","설문대할망 페스티벌 2019",2019-05-01,2019-05-31,"제주특별자치도",33.4486627,126.6589493,31,"50일미만",5,2019,"수"
"873","제주푸드앤와인페스티벌",2019-05-02,2019-05-11,"제주특별자치도",33.4770439,126.4748646,10,"50일미만",5,2019,"목"
"874","방선문축제",2019-05-04,2019-05-05,"제주특별자치도",33.451122,126.515948,2,"50일미만",5,2019,"토"
"875","제주,100년의 시간여행 - 제주다크투어",2019-05-04,2019-11-30,"제주특별자치도",33.5133537,126.5214452,211,"50일이상",5,2019,"토"
"876","제6회 국제전기자동차엑스포",2019-05-08,2019-05-11,"제주특별자치도",33.2413649,126.4245153,4,"50일미만",5,2019,"수"
"877","2019 사려니숲 에코힐링 체험",2019-05-25,2019-06-02,"제주특별자치도",33.4018105,126.6753835,9,"50일미만",5,2019,"토"
"878","제주국제관광마라톤축제",2019-05-26,2019-05-26,"제주특별자치도",33.5561992,126.7616506,1,"1일",5,2019,"일"
"879","2019 봄 시즌글라스 녹차 페스티벌 청초밭 제주",2019-05-31,2019-06-09,"제주특별자치도",33.4180593,126.7809714,10,"50일미만",5,2019,"금"
"880","2019 보목자리돔축제",2019-05-31,2019-06-02,"제주특별자치도",33.23920545,126.6068305,3,"50일미만",5,2019,"금"
"881","2019 곶자왈 반딧불이 축제",2019-06-01,2019-07-15,"제주특별자치도",33.3020203,126.25912,45,"50일미만",6,2019,"토"
"882","2019 제주 메밀축제",2019-06-01,2019-06-02,"제주특별자치도",33.32805926,126.3796828,2,"50일미만",6,2019,"토"
"883","제주해비치아트페스티벌",2019-06-10,2019-06-13,"제주특별자치도",33.3234478,126.8447796,4,"50일미만",6,2019,"월"
"884","스테핑스톤페스티벌",2019-07-12,2019-07-13,"제주특별자치도",33.542722,126.6692481,2,"50일미만",7,2019,"금"
"885","2019년도 거문오름국제트레킹",2019-07-20,2019-07-28,"제주특별자치도",33.4569205,126.7147513,9,"50일미만",7,2019,"토"
"886","금능 원담축제",2019-07-28,2019-07-29,"제주특별자치도",33.391126,126.2363373,2,"50일미만",7,2019,"일"
"887","이호테우축제",2019-07-27,2019-07-29,"제주특별자치도",33.4961851,126.4559518,3,"50일미만",7,2019,"토"
"888","황태축제",2019-06-06,2019-06-09,"강원도",38.2208221,128.3705583,4,"50일미만",6,2019,"목"
"889","진동계곡산나물축제",2019-05-18,2019-05-19,"강원도",37.9640042,128.4051257,2,"50일미만",5,2019,"토"
"890","인제빙어축제",2019-01-26,2019-02-03,"강원도",37.98808996,128.0955517,9,"50일미만",1,2019,"토"
"891","2019 대전 서구힐링 아트페스티벌",2019-05-24,2019-05-26,"대전광역시",36.35505672,127.3833597,3,"50일미만",5,2019,"금"
"892","가파도청보리축제",2019-03-30,2019-05-12,"제주특별자치도",33.16973194,126.2712937,44,"50일미만",3,2019,"토"
"893","제주유채꽃축제",2019-04-04,2019-04-07,"제주특별자치도",33.38309728,126.7362849,4,"50일미만",4,2019,"목"
"894","한라산청정 고사리축제",2019-04-27,2019-04-28,"제주특별자치도",33.33005821,126.6773368,2,"50일미만",4,2019,"토"
"895","보목자리돔축제",2019-05-31,2019-06-02,"제주특별자치도",33.24571595,126.6002645,3,"50일미만",5,2019,"금"
"896","한여름밤 솜반천 청소년영상문화축제",2019-07-20,2019-07-21,"제주특별자치도",33.25597105,126.5601806,2,"50일미만",7,2019,"토"
"897","예래생태체험축제",2019-07-27,2019-07-28,"제주특별자치도",33.24121093,126.3787175,2,"50일미만",7,2019,"토"
"898","돈내코계곡 원앙축제",2019-08-03,2019-08-04,"제주특별자치도",33.30050357,126.5819509,2,"50일미만",8,2019,"토"
"899","표선해변 하얀모래축제",2019-08-03,2019-08-04,"제주특별자치도",33.3265291,126.8287399,2,"50일미만",8,2019,"토"
"900","쇠소깍축제",2019-08-24,2019-08-25,"제주특별자치도",33.26819982,126.6107448,2,"50일미만",8,2019,"토"
"901","서귀포칠십리축제",2019-09-27,2019-09-28,"제주특별자치도",33.24346238,126.5690934,2,"50일미만",9,2019,"금"
"902","덕수리 전통민속축제",2019-10-05,2019-10-06,"제주특별자치도",33.25116349,126.3231819,2,"50일미만",10,2019,"토"
"903","중문칠선녀축제",2019-10-19,2019-10-20,"제주특별자치도",33.25309409,126.418965,2,"50일미만",10,2019,"토"
"905","2019 서귀포과학문화축전",2019-09-07,2019-09-07,"제주특별자치도",33.28885163,126.460416,1,"1일",9,2019,"토"
"906","서귀포 3분 관광영화제",2019-08-23,2019-08-23,"제주특별자치도",33.25141739,126.5076218,1,"1일",8,2019,"금"
"907","2020 부평풍물대축제",2020-10-16,2020-10-18,"인천광역시",37.49765011,126.7220754,3,"50일미만",10,2020,"금"
"908","태백산눈축제",2019-01-18,2019-02-04,"강원도",37.1626608,128.9868699,18,"50일미만",1,2019,"금"
"909","한강낙동강발원지축제",2019-07-20,2019-08-04,"강원도",37.1626608,128.9868699,16,"50일미만",7,2019,"토"
"910","목포항구축제",2019-10-04,2019-10-07,"전라남도",34.7828401,126.3922513,4,"50일미만",10,2019,"금"
"912","제26회 연천구석기축제",2018-05-04,2018-05-07,"경기도",38.0141103,127.0572224,4,"50일미만",5,2018,"금"
"913","군산시간여행축제",2019-10-04,2019-10-06,"전라북도",35.99081984,126.7119533,3,"50일미만",10,2019,"금"
"914","부천국제판타스틱영화제",2019-06-27,2019-07-07,"경기도",37.5034813,126.7658019,11,"50일미만",6,2019,"목"
"915","부천전국비보이대회",2019-04-20,2019-04-20,"경기도",37.506512,126.757053,1,"1일",4,2019,"토"
"916","부천국제만화축제",2019-08-14,2019-08-18,"경기도",37.5087667,126.7422647,5,"50일미만",8,2019,"수"
"917","부천세계비보이대회",2019-09-06,2019-09-08,"경기도",37.506512,126.757053,3,"50일미만",9,2019,"금"
"918","부천전국대학가요제",2019-08-31,2019-08-31,"경기도",37.4791781,126.7889915,1,"1일",8,2019,"토"
"919","부천국제애니메이션페스티벌",2019-10-18,2019-10-22,"경기도",37.5087667,126.7422647,5,"50일미만",10,2019,"금"
"920","동해무릉제",2019-10-04,2019-10-06,"강원도",37.5230127,129.1143227,3,"50일미만",10,2019,"금"
"921","정월대보름달맞이축제",2011-02-17,2011-02-17,"대구광역시",35.86936,128.606226,1,"1일",2,2011,"목"
"922","봉산도예전",2011-04-07,2011-04-13,"대구광역시",35.863797,128.596776,7,"50일미만",4,2011,"목"
"923","「제34회 대구약령시 한방문화축제」",2011-05-03,2011-05-07,"대구광역시",35.867194,128.593426,5,"50일미만",5,2011,"화"
"924","동성로축제",2011-05-20,2011-05-22,"대구광역시",35.869181,128.595424,3,"50일미만",5,2011,"금"
"925","대구화교중화문화축제",2011-08-30,2011-08-31,"대구광역시",35.868911,128.592136,2,"50일미만",8,2011,"화"
"926","중구미술협회전",2011-10-04,2011-10-09,"대구광역시",35.863373,128.5965657,6,"50일미만",10,2011,"화"
"927","봉산미술제",2011-10-06,2011-10-12,"대구광역시",35.863797,128.596776,7,"50일미만",10,2011,"목"
"928","정월대보름달맞이축제",2012-02-06,2012-02-06,"대구광역시",35.86936,128.606226,1,"1일",2,2012,"월"
"929","봉산도예전",2012-04-06,2012-04-12,"대구광역시",35.863797,128.596776,7,"50일미만",4,2012,"금"
"930","「제35회 대구약령시 한방문화축제」",2012-05-02,2012-05-06,"대구광역시",35.867194,128.593426,5,"50일미만",5,2012,"수"
"931","동성로축제",2012-05-18,2012-05-20,"대구광역시",35.869181,128.595424,3,"50일미만",5,2012,"금"
"932","봉산미술제",2012-10-12,2012-10-18,"대구광역시",35.863797,128.596776,7,"50일미만",10,2012,"금"
"933","대구화교중화문화축제",2012-10-13,2012-10-13,"대구광역시",35.868911,128.592136,1,"1일",10,2012,"토"
"934","중구미술협회전",2012-12-21,2012-12-28,"대구광역시",35.863373,128.5965657,8,"50일미만",12,2012,"금"
"935","정월대보름달맞이축제",2013-02-22,2013-02-22,"대구광역시",35.86936,128.606226,1,"1일",2,2013,"금"
"936","봉산도예전",2013-04-09,2014-04-17,"대구광역시",35.863797,128.596776,374,"1년이상",4,2013,"화"
"937","「제36회 대구약령시 한방문화축제」",2013-05-08,2013-05-12,"대구광역시",35.867194,128.593426,5,"50일미만",5,2013,"수"
"938","동성로축제",2013-05-17,2013-05-19,"대구광역시",35.869181,128.595424,3,"50일미만",5,2013,"금"
"939","봉산미술제",2013-10-15,2013-10-21,"대구광역시",35.863797,128.596776,7,"50일미만",10,2013,"화"
"940","중구미술협회전",2013-10-15,2013-10-21,"대구광역시",35.863373,128.5965657,7,"50일미만",10,2013,"화"
"941","대구화교중화문화축제",2013-10-18,2013-10-18,"대구광역시",35.868911,128.592136,1,"1일",10,2013,"금"
"942","정월대보름달맞이축제",2014-02-14,2014-02-14,"대구광역시",35.86936,128.606226,1,"1일",2,2014,"금"
"943","봉산도예전",2014-04-11,2014-04-17,"대구광역시",35.863797,128.596776,7,"50일미만",4,2014,"금"
"944","「제37회 대구약령시 한방문화축제」",2014-10-01,2014-10-05,"대구광역시",35.867194,128.593426,5,"50일미만",10,2014,"수"
"945","동성로축제",2014-10-03,2014-10-05,"대구광역시",35.869181,128.595424,3,"50일미만",10,2014,"금"
"946","대구화교중화문화축제",2014-10-04,2014-10-05,"대구광역시",35.868911,128.592136,2,"50일미만",10,2014,"토"
"947","봉산미술제",2014-10-14,2014-10-20,"대구광역시",35.863797,128.596776,7,"50일미만",10,2014,"화"
"948","중구미술협회전",2014-11-11,2014-11-16,"대구광역시",35.863373,128.5965657,6,"50일미만",11,2014,"화"
"949","향촌동수제화골목 2014년「빨간구두 이야기」",2014-11-15,2014-11-16,"대구광역시",35.872928,128.592447,2,"50일미만",11,2014,"토"
"950","정월대보름달맞이축제",2015-03-05,2015-03-05,"대구광역시",35.86936,128.606226,1,"1일",3,2015,"목"
"951","약령개장 357주년 2015「대구약령시 한방문화축제」",2015-04-15,2015-04-19,"대구광역시",35.867194,128.593426,5,"50일미만",4,2015,"수"
"952","동성로축제",2015-05-01,2015-05-03,"대구광역시",35.869181,128.595424,3,"50일미만",5,2015,"금"
"953","봉산도예전",2015-05-01,2015-05-05,"대구광역시",35.863797,128.596776,5,"50일미만",5,2015,"금"
"954","향촌동수제화골목 2015년「빨간구두 이야기」",2015-05-02,2015-05-03,"대구광역시",35.872928,128.592447,2,"50일미만",5,2015,"토"
"955","대구화교중화문화축제",2015-10-17,2015-10-18,"대구광역시",35.868911,128.592136,2,"50일미만",10,2015,"토"
"956","봉산미술제",2015-10-20,2015-10-26,"대구광역시",35.863797,128.596776,7,"50일미만",10,2015,"화"
"957","정월대보름달맞이축제",2016-02-22,2016-02-22,"대구광역시",35.86936,128.606226,1,"1일",2,2016,"월"
"958","2016 대구약령시한방문화축제",2016-05-04,2016-05-08,"대구광역시",35.867194,128.593426,5,"50일미만",5,2016,"수"
"959","봉산도예전",2016-05-10,2016-05-16,"대구광역시",35.863797,128.596776,7,"50일미만",5,2016,"화"
"960","동성로축제",2016-05-13,2016-05-15,"대구광역시",35.869181,128.595424,3,"50일미만",5,2016,"금"
"961","향촌동수제화골목 2016년「빨간구두 이야기」",2016-05-14,2016-05-15,"대구광역시",35.872928,128.592447,2,"50일미만",5,2016,"토"
"962","봉산미술제",2016-10-20,2016-10-26,"대구광역시",35.863797,128.596776,7,"50일미만",10,2016,"목"
"963","대구화교중화문화축제",2016-10-22,2016-10-23,"대구광역시",35.868911,128.592136,2,"50일미만",10,2016,"토"
"964","봉산조형페스티벌 도예조각전",2017-04-25,2017-05-01,"대구광역시",35.863797,128.596776,7,"50일미만",4,2017,"화"
"965","2017 대구약령시한방문화축제",2017-05-03,2017-05-07,"대구광역시",35.867194,128.593426,5,"50일미만",5,2017,"수"
"966","동성로축제",2017-05-12,2017-05-14,"대구광역시",35.869181,128.595424,3,"50일미만",5,2017,"금"
"967","대구워터페스티벌",2017-07-30,2017-07-30,"대구광역시",35.874203,128.591765,1,"1일",7,2017,"일"
"968","대구 근대路야행",2017-08-25,2017-08-26,"대구광역시",35.868839,128.589995,2,"50일미만",8,2017,"금"
"969","대구화교중화문화축제",2017-10-14,2017-10-15,"대구광역시",35.868911,128.592136,2,"50일미만",10,2017,"토"
"970","대구스트리트 모터 페스티벌",2017-10-21,2017-10-22,"대구광역시",35.857551,128.588345,2,"50일미만",10,2017,"토"
"971","봉산미술제",2017-10-18,2017-10-24,"대구광역시",35.863797,128.596776,7,"50일미만",10,2017,"수"
"972","향촌동수제화골목 2017년「빨간구두 이야기」",2017-10-28,2017-10-29,"대구광역시",35.872928,128.592447,2,"50일미만",10,2017,"토"
"973","제1회 북성로 축제",2017-10-29,2017-10-29,"대구광역시",35.874676,128.591662,1,"1일",10,2017,"일"
"974","봉산도자기축제",2018-04-10,2018-04-16,"대구광역시",35.863797,128.596776,7,"50일미만",4,2018,"화"
"975","2018 대구약령시한방문화축제",2018-05-03,2018-05-07,"대구광역시",35.867194,128.593426,5,"50일미만",5,2018,"목"
"976","동성로축제",2018-05-11,2018-05-13,"대구광역시",35.869181,128.595424,3,"50일미만",5,2018,"금"
"977","방천골목오페라축제",2018-06-14,2018-06-16,"대구광역시",35.859633,128.606064,3,"50일미만",6,2018,"목"
"978","대구 근대路야행(1회)",2018-08-24,2018-08-25,"대구광역시",35.868839,128.589995,2,"50일미만",8,2018,"금"
"979","대구 근대路야행(2회)",2018-09-07,2018-09-08,"대구광역시",35.866926,128.585614,2,"50일미만",9,2018,"금"
"980","김광석노래부르기",2018-09-15,2018-09-15,"대구광역시",35.856117,128.616238,1,"1일",9,2018,"토"
"981","대구화교중화문화축제",2018-10-20,2018-10-21,"대구광역시",35.868911,128.592136,2,"50일미만",10,2018,"토"
"982","대구스트리트 모터 페스티벌",2018-10-06,2018-10-07,"대구광역시",35.857551,128.588345,2,"50일미만",10,2018,"토"
